fir_id,accused_id,role
FIR-2024-KA-1969,ACC-2024-KA-1232,primary
FIR-2024-KA-1970,ACC-2024-KA-1823,associate
FIR-2026-KA-1971,ACC-2024-KA-1780,primary
FIR-2023-KA-1972,ACC-2024-KA-1463,primary
FIR-2023-KA-1972,ACC-2024-KA-1193,associate
FIR-2025-KA-1973,ACC-2024-KA-0796,primary
FIR-2025-KA-1974,ACC-2024-KA-0862,primary
FIR-2025-KA-1974,ACC-2024-KA-1136,primary
FIR-2024-KA-1975,ACC-2024-KA-0664,associate
FIR-2026-KA-1976,ACC-2024-KA-0417,primary
FIR-2025-KA-1977,ACC-2024-KA-0177,associate
FIR-2024-KA-1978,ACC-2024-KA-0788,primary
FIR-2025-KA-1979,ACC-2024-KA-1591,primary
FIR-2025-KA-1979,ACC-2024-KA-0663,primary
FIR-2025-KA-1980,ACC-2024-KA-1862,primary
FIR-2025-KA-1980,ACC-2024-KA-1336,associate
FIR-2026-KA-1981,ACC-2024-KA-0224,associate
FIR-2025-KA-1982,ACC-2024-KA-0540,primary
FIR-2025-KA-1982,ACC-2024-KA-0748,associate
FIR-2026-KA-1983,ACC-2024-KA-1915,associate
FIR-2023-KA-1984,ACC-2024-KA-1666,primary
FIR-2023-KA-1984,ACC-2024-KA-1827,associate
FIR-2026-KA-1985,ACC-2024-KA-1493,associate
FIR-2023-KA-1986,ACC-2024-KA-1408,primary
FIR-2026-KA-1987,ACC-2024-KA-1893,primary
FIR-2025-KA-1988,ACC-2024-KA-1500,primary
FIR-2025-KA-1988,ACC-2024-KA-0335,associate
FIR-2025-KA-1989,ACC-2024-KA-1665,associate
FIR-2025-KA-1989,ACC-2024-KA-1764,primary
FIR-2023-KA-1990,ACC-2024-KA-0059,primary
FIR-2023-KA-1990,ACC-2024-KA-0862,associate
FIR-2024-KA-1991,ACC-2024-KA-0984,primary
FIR-2026-KA-1992,ACC-2024-KA-0077,primary
FIR-2026-KA-1992,ACC-2024-KA-1162,associate
FIR-2026-KA-1993,ACC-2024-KA-1916,associate
FIR-2024-KA-1994,ACC-2024-KA-1513,primary
FIR-2025-KA-1995,ACC-2024-KA-1622,associate
FIR-2025-KA-1996,ACC-2024-KA-0587,associate
FIR-2025-KA-1996,ACC-2024-KA-1421,primary
FIR-2024-KA-1997,ACC-2024-KA-0745,primary
FIR-2024-KA-1997,ACC-2024-KA-1180,primary
FIR-2023-KA-1998,ACC-2024-KA-0838,primary
FIR-2025-KA-1999,ACC-2024-KA-0961,associate
FIR-2026-KA-2000,ACC-2024-KA-0972,primary
FIR-2026-KA-2000,ACC-2024-KA-1390,primary
FIR-2023-KA-2001,ACC-2024-KA-0490,primary
FIR-2023-KA-2002,ACC-2024-KA-0967,associate
FIR-2024-KA-2003,ACC-2024-KA-1959,associate
FIR-2024-KA-2003,ACC-2024-KA-0390,primary
FIR-2026-KA-2004,ACC-2024-KA-1220,associate
FIR-2023-KA-2005,ACC-2024-KA-1589,primary
FIR-2024-KA-2006,ACC-2024-KA-1095,associate
FIR-2024-KA-2006,ACC-2024-KA-1094,primary
FIR-2026-KA-2007,ACC-2024-KA-0389,associate
FIR-2024-KA-2008,ACC-2024-KA-0839,associate
FIR-2024-KA-2008,ACC-2024-KA-1989,primary
FIR-2025-KA-2009,ACC-2024-KA-0569,primary
FIR-2025-KA-2009,ACC-2024-KA-1126,primary
FIR-2026-KA-2010,ACC-2024-KA-0769,primary
FIR-2026-KA-2010,ACC-2024-KA-0475,associate
FIR-2026-KA-2011,ACC-2024-KA-1783,primary
FIR-2026-KA-2011,ACC-2024-KA-0252,associate
FIR-2026-KA-2012,ACC-2024-KA-1943,associate
FIR-2023-KA-2013,ACC-2024-KA-0540,associate
FIR-2025-KA-2014,ACC-2024-KA-0136,associate
FIR-2025-KA-2014,ACC-2024-KA-0622,associate
FIR-2025-KA-2015,ACC-2024-KA-0134,associate
FIR-2025-KA-2015,ACC-2024-KA-0750,associate
FIR-2026-KA-2016,ACC-2024-KA-0313,primary
FIR-2026-KA-2017,ACC-2024-KA-0565,associate
FIR-2024-KA-2018,ACC-2024-KA-0462,primary
FIR-2026-KA-2019,ACC-2024-KA-1513,primary
FIR-2026-KA-2019,ACC-2024-KA-1589,associate
FIR-2026-KA-2020,ACC-2024-KA-1117,primary
FIR-2026-KA-2020,ACC-2024-KA-0055,primary
FIR-2026-KA-2021,ACC-2024-KA-1427,associate
FIR-2024-KA-2022,ACC-2024-KA-1988,associate
FIR-2024-KA-2023,ACC-2024-KA-1257,primary
FIR-2023-KA-2024,ACC-2024-KA-0718,primary
FIR-2023-KA-2024,ACC-2024-KA-1497,primary
FIR-2023-KA-2025,ACC-2024-KA-1332,associate
FIR-2023-KA-2026,ACC-2024-KA-0792,associate
FIR-2023-KA-2026,ACC-2024-KA-1690,associate
FIR-2026-KA-2027,ACC-2024-KA-0930,associate
FIR-2026-KA-2028,ACC-2024-KA-0958,primary
FIR-2026-KA-2028,ACC-2024-KA-1168,associate
FIR-2026-KA-2029,ACC-2024-KA-0675,associate
FIR-2025-KA-2030,ACC-2024-KA-0407,primary
FIR-2025-KA-2030,ACC-2024-KA-1204,associate
FIR-2023-KA-2031,ACC-2024-KA-1432,associate
FIR-2023-KA-2031,ACC-2024-KA-0195,primary
FIR-2024-KA-2032,ACC-2024-KA-1471,associate
FIR-2024-KA-2032,ACC-2024-KA-1549,associate
FIR-2025-KA-2033,ACC-2024-KA-0783,associate
FIR-2024-KA-2034,ACC-2024-KA-0771,associate
FIR-2024-KA-2034,ACC-2024-KA-1145,associate
FIR-2023-KA-2035,ACC-2024-KA-0093,associate
FIR-2023-KA-2035,ACC-2024-KA-0388,primary
FIR-2025-KA-2036,ACC-2024-KA-1394,primary
FIR-2025-KA-2036,ACC-2024-KA-1114,associate
FIR-2023-KA-2037,ACC-2024-KA-0806,associate
FIR-2023-KA-2037,ACC-2024-KA-1464,primary
FIR-2024-KA-2038,ACC-2024-KA-0238,primary
FIR-2023-KA-2039,ACC-2024-KA-1752,primary
FIR-2026-KA-2040,ACC-2024-KA-1476,associate
FIR-2026-KA-2040,ACC-2024-KA-1199,primary
FIR-2026-KA-2041,ACC-2024-KA-0483,associate
FIR-2023-KA-2042,ACC-2024-KA-0660,associate
FIR-2023-KA-2042,ACC-2024-KA-0356,primary
FIR-2026-KA-2043,ACC-2024-KA-1172,primary
FIR-2023-KA-2044,ACC-2024-KA-0366,primary
FIR-2025-KA-2045,ACC-2024-KA-1110,associate
FIR-2025-KA-2045,ACC-2024-KA-0640,associate
FIR-2024-KA-2046,ACC-2024-KA-0772,associate
FIR-2024-KA-2046,ACC-2024-KA-1682,associate
FIR-2024-KA-2047,ACC-2024-KA-0408,associate
FIR-2025-KA-2048,ACC-2024-KA-0088,primary
FIR-2025-KA-2048,ACC-2024-KA-1213,associate
FIR-2023-KA-2049,ACC-2024-KA-1978,associate
FIR-2023-KA-2049,ACC-2024-KA-0187,associate
FIR-2024-KA-2050,ACC-2024-KA-0264,primary
FIR-2024-KA-2050,ACC-2024-KA-1571,primary
FIR-2025-KA-2051,ACC-2024-KA-0512,associate
FIR-2025-KA-2052,ACC-2024-KA-1754,primary
FIR-2025-KA-2052,ACC-2024-KA-0852,primary
FIR-2026-KA-2053,ACC-2024-KA-1818,primary
FIR-2025-KA-2054,ACC-2024-KA-1035,primary
FIR-2025-KA-2054,ACC-2024-KA-0901,primary
FIR-2023-KA-2055,ACC-2024-KA-1551,primary
FIR-2024-KA-2056,ACC-2024-KA-0027,associate
FIR-2023-KA-2057,ACC-2024-KA-0089,associate
FIR-2023-KA-2057,ACC-2024-KA-1093,associate
FIR-2025-KA-2058,ACC-2024-KA-0615,primary
FIR-2025-KA-2059,ACC-2024-KA-1403,associate
FIR-2023-KA-2060,ACC-2024-KA-0472,associate
FIR-2023-KA-2061,ACC-2024-KA-0097,primary
FIR-2023-KA-2062,ACC-2024-KA-1009,primary
FIR-2023-KA-2062,ACC-2024-KA-1338,associate
FIR-2025-KA-2063,ACC-2024-KA-0911,associate
FIR-2024-KA-2064,ACC-2024-KA-0160,primary
FIR-2025-KA-2065,ACC-2024-KA-0627,associate
FIR-2025-KA-2066,ACC-2024-KA-0197,primary
FIR-2023-KA-2067,ACC-2024-KA-0418,primary
FIR-2023-KA-2067,ACC-2024-KA-0982,associate
FIR-2026-KA-2068,ACC-2024-KA-0830,primary
FIR-2025-KA-2069,ACC-2024-KA-1570,associate
FIR-2025-KA-2069,ACC-2024-KA-1436,primary
FIR-2023-KA-2070,ACC-2024-KA-0266,associate
FIR-2023-KA-2070,ACC-2024-KA-0328,associate
FIR-2023-KA-2071,ACC-2024-KA-0641,primary
FIR-2025-KA-2072,ACC-2024-KA-1558,primary
FIR-2025-KA-2072,ACC-2024-KA-1671,associate
FIR-2026-KA-2073,ACC-2024-KA-0191,associate
FIR-2026-KA-2073,ACC-2024-KA-0150,associate
FIR-2024-KA-2074,ACC-2024-KA-0123,associate
FIR-2023-KA-2075,ACC-2024-KA-0083,primary
FIR-2023-KA-2075,ACC-2024-KA-0800,associate
FIR-2025-KA-2076,ACC-2024-KA-0135,primary
FIR-2025-KA-2076,ACC-2024-KA-1240,primary
FIR-2024-KA-2077,ACC-2024-KA-0211,primary
FIR-2023-KA-2078,ACC-2024-KA-0517,associate
FIR-2023-KA-2078,ACC-2024-KA-0061,primary
FIR-2026-KA-2079,ACC-2024-KA-0435,primary
FIR-2023-KA-2080,ACC-2024-KA-1003,associate
FIR-2026-KA-2081,ACC-2024-KA-0475,primary
FIR-2026-KA-2081,ACC-2024-KA-0152,associate
FIR-2026-KA-2082,ACC-2024-KA-0593,associate
FIR-2026-KA-2083,ACC-2024-KA-0339,primary
FIR-2026-KA-2084,ACC-2024-KA-1845,associate
FIR-2024-KA-2085,ACC-2024-KA-1820,associate
FIR-2024-KA-2085,ACC-2024-KA-1690,primary
FIR-2024-KA-2086,ACC-2024-KA-0203,associate
FIR-2023-KA-2087,ACC-2024-KA-1149,associate
FIR-2025-KA-2088,ACC-2024-KA-1210,primary
FIR-2025-KA-2089,ACC-2024-KA-0629,primary
FIR-2024-KA-2090,ACC-2024-KA-1553,associate
FIR-2024-KA-2090,ACC-2024-KA-0419,associate
FIR-2025-KA-2091,ACC-2024-KA-1705,associate
FIR-2025-KA-2091,ACC-2024-KA-0329,primary
FIR-2024-KA-2092,ACC-2024-KA-0673,associate
FIR-2023-KA-2093,ACC-2024-KA-1612,associate
FIR-2024-KA-2094,ACC-2024-KA-0377,primary
FIR-2025-KA-2095,ACC-2024-KA-0252,primary
FIR-2026-KA-2096,ACC-2024-KA-0596,primary
FIR-2025-KA-2097,ACC-2024-KA-0640,primary
FIR-2024-KA-2098,ACC-2024-KA-0668,primary
FIR-2024-KA-2098,ACC-2024-KA-0703,associate
FIR-2026-KA-2099,ACC-2024-KA-0053,associate
FIR-2026-KA-2099,ACC-2024-KA-0774,primary
FIR-2024-KA-2100,ACC-2024-KA-1966,associate
FIR-2025-KA-2101,ACC-2024-KA-0608,primary
FIR-2025-KA-2101,ACC-2024-KA-1032,associate
FIR-2026-KA-2102,ACC-2024-KA-0463,primary
FIR-2026-KA-2102,ACC-2024-KA-0203,primary
FIR-2025-KA-2103,ACC-2024-KA-0389,primary
FIR-2025-KA-2103,ACC-2024-KA-0800,primary
FIR-2024-KA-2104,ACC-2024-KA-0934,associate
FIR-2024-KA-2104,ACC-2024-KA-0630,primary
FIR-2025-KA-2105,ACC-2024-KA-0581,primary
FIR-2024-KA-2106,ACC-2024-KA-1642,primary
FIR-2024-KA-2106,ACC-2024-KA-1594,primary
FIR-2026-KA-2107,ACC-2024-KA-1835,associate
FIR-2026-KA-2107,ACC-2024-KA-0894,associate
FIR-2023-KA-2108,ACC-2024-KA-0397,associate
FIR-2023-KA-2108,ACC-2024-KA-0509,primary
FIR-2025-KA-2109,ACC-2024-KA-1654,primary
FIR-2025-KA-2109,ACC-2024-KA-0597,associate
FIR-2023-KA-2110,ACC-2024-KA-0715,associate
FIR-2024-KA-2111,ACC-2024-KA-1994,associate
FIR-2026-KA-2112,ACC-2024-KA-0221,primary
FIR-2026-KA-2112,ACC-2024-KA-0148,primary
FIR-2026-KA-2113,ACC-2024-KA-0016,associate
FIR-2026-KA-2113,ACC-2024-KA-1044,associate
FIR-2025-KA-2114,ACC-2024-KA-1669,associate
FIR-2024-KA-2115,ACC-2024-KA-1019,primary
FIR-2024-KA-2115,ACC-2024-KA-1916,associate
FIR-2025-KA-2116,ACC-2024-KA-1678,associate
FIR-2025-KA-2116,ACC-2024-KA-0847,primary
FIR-2023-KA-2117,ACC-2024-KA-0387,primary
FIR-2023-KA-2117,ACC-2024-KA-0020,associate
FIR-2026-KA-2118,ACC-2024-KA-0315,primary
FIR-2023-KA-2119,ACC-2024-KA-0738,primary
FIR-2023-KA-2119,ACC-2024-KA-0546,primary
FIR-2023-KA-2120,ACC-2024-KA-1742,associate
FIR-2023-KA-2120,ACC-2024-KA-0250,primary
FIR-2023-KA-2121,ACC-2024-KA-1464,primary
FIR-2025-KA-2122,ACC-2024-KA-0537,associate
FIR-2024-KA-2123,ACC-2024-KA-1102,associate
FIR-2026-KA-2124,ACC-2024-KA-1173,associate
FIR-2024-KA-2125,ACC-2024-KA-1469,associate
FIR-2024-KA-2125,ACC-2024-KA-0604,associate
FIR-2024-KA-2126,ACC-2024-KA-1566,primary
FIR-2024-KA-2126,ACC-2024-KA-1686,primary
FIR-2025-KA-2127,ACC-2024-KA-1876,associate
FIR-2024-KA-2128,ACC-2024-KA-0720,primary
FIR-2026-KA-2129,ACC-2024-KA-0104,associate
FIR-2025-KA-2130,ACC-2024-KA-1242,associate
FIR-2026-KA-2131,ACC-2024-KA-0947,associate
FIR-2026-KA-2131,ACC-2024-KA-1541,primary
FIR-2024-KA-2132,ACC-2024-KA-1877,associate
FIR-2025-KA-2133,ACC-2024-KA-1028,primary
FIR-2025-KA-2133,ACC-2024-KA-0082,primary
FIR-2025-KA-2134,ACC-2024-KA-1357,associate
FIR-2026-KA-2135,ACC-2024-KA-1347,primary
FIR-2026-KA-2135,ACC-2024-KA-0878,primary
FIR-2024-KA-2136,ACC-2024-KA-0803,primary
FIR-2024-KA-2136,ACC-2024-KA-1712,primary
FIR-2026-KA-2137,ACC-2024-KA-0366,primary
FIR-2024-KA-2138,ACC-2024-KA-0811,primary
FIR-2024-KA-2138,ACC-2024-KA-0118,associate
FIR-2025-KA-2139,ACC-2024-KA-0869,primary
FIR-2025-KA-2140,ACC-2024-KA-0705,associate
FIR-2026-KA-2141,ACC-2024-KA-1907,associate
FIR-2026-KA-2142,ACC-2024-KA-1490,primary
FIR-2025-KA-2143,ACC-2024-KA-1066,associate
FIR-2025-KA-2143,ACC-2024-KA-1505,associate
FIR-2023-KA-2144,ACC-2024-KA-0370,primary
FIR-2023-KA-2145,ACC-2024-KA-0469,associate
FIR-2023-KA-2145,ACC-2024-KA-1304,primary
FIR-2025-KA-2146,ACC-2024-KA-0190,associate
FIR-2025-KA-2146,ACC-2024-KA-1066,primary
FIR-2026-KA-2147,ACC-2024-KA-1167,associate
FIR-2026-KA-2148,ACC-2024-KA-1263,primary
FIR-2026-KA-2148,ACC-2024-KA-0076,primary
FIR-2026-KA-2149,ACC-2024-KA-0740,associate
FIR-2026-KA-2149,ACC-2024-KA-0683,associate
FIR-2026-KA-2150,ACC-2024-KA-1183,primary
FIR-2026-KA-2150,ACC-2024-KA-1351,associate
FIR-2025-KA-2151,ACC-2024-KA-0070,primary
FIR-2025-KA-2151,ACC-2024-KA-1575,associate
FIR-2023-KA-2152,ACC-2024-KA-0819,associate
FIR-2023-KA-2152,ACC-2024-KA-0386,primary
FIR-2025-KA-2153,ACC-2024-KA-1868,associate
FIR-2026-KA-2154,ACC-2024-KA-1692,associate
FIR-2026-KA-2155,ACC-2024-KA-1322,associate
FIR-2025-KA-2156,ACC-2024-KA-1422,primary
FIR-2026-KA-2157,ACC-2024-KA-0332,associate
FIR-2023-KA-2158,ACC-2024-KA-1301,associate
FIR-2023-KA-2158,ACC-2024-KA-0731,primary
FIR-2024-KA-2159,ACC-2024-KA-1350,associate
FIR-2024-KA-2159,ACC-2024-KA-0838,associate
FIR-2023-KA-2160,ACC-2024-KA-0039,primary
FIR-2023-KA-2160,ACC-2024-KA-1554,associate
FIR-2026-KA-2161,ACC-2024-KA-1105,primary
FIR-2026-KA-2161,ACC-2024-KA-1802,primary
FIR-2025-KA-2162,ACC-2024-KA-1403,primary
FIR-2023-KA-2163,ACC-2024-KA-1143,primary
FIR-2024-KA-2164,ACC-2024-KA-1563,primary
FIR-2024-KA-2164,ACC-2024-KA-1400,associate
FIR-2026-KA-2165,ACC-2024-KA-0534,primary
FIR-2026-KA-2165,ACC-2024-KA-0799,primary
FIR-2024-KA-2166,ACC-2024-KA-1156,associate
FIR-2025-KA-2167,ACC-2024-KA-0417,associate
FIR-2026-KA-2168,ACC-2024-KA-1702,associate
FIR-2024-KA-2169,ACC-2024-KA-0392,primary
FIR-2023-KA-2170,ACC-2024-KA-1409,associate
FIR-2023-KA-2170,ACC-2024-KA-0960,primary
FIR-2026-KA-2171,ACC-2024-KA-0563,associate
FIR-2026-KA-2172,ACC-2024-KA-1424,associate
FIR-2026-KA-2172,ACC-2024-KA-0314,primary
FIR-2025-KA-2173,ACC-2024-KA-0633,primary
FIR-2023-KA-2174,ACC-2024-KA-1467,associate
FIR-2023-KA-2174,ACC-2024-KA-0884,associate
FIR-2025-KA-2175,ACC-2024-KA-0050,primary
FIR-2025-KA-2175,ACC-2024-KA-1526,primary
FIR-2023-KA-2176,ACC-2024-KA-1205,primary
FIR-2023-KA-2176,ACC-2024-KA-1240,associate
FIR-2024-KA-2177,ACC-2024-KA-0503,associate
FIR-2026-KA-2178,ACC-2024-KA-0695,primary
FIR-2024-KA-2179,ACC-2024-KA-1018,primary
FIR-2026-KA-2180,ACC-2024-KA-1122,associate
FIR-2026-KA-2180,ACC-2024-KA-1782,associate
FIR-2025-KA-2181,ACC-2024-KA-1859,primary
FIR-2024-KA-2182,ACC-2024-KA-0875,primary
FIR-2025-KA-2183,ACC-2024-KA-1136,associate
FIR-2023-KA-2184,ACC-2024-KA-0625,associate
FIR-2023-KA-2184,ACC-2024-KA-1319,associate
FIR-2024-KA-2185,ACC-2024-KA-0906,associate
FIR-2024-KA-2185,ACC-2024-KA-1292,associate
FIR-2024-KA-2186,ACC-2024-KA-1484,primary
FIR-2024-KA-2186,ACC-2024-KA-0663,primary
FIR-2024-KA-2187,ACC-2024-KA-1189,associate
FIR-2024-KA-2187,ACC-2024-KA-0318,associate
FIR-2024-KA-2188,ACC-2024-KA-1984,associate
FIR-2023-KA-2189,ACC-2024-KA-0633,associate
FIR-2025-KA-2190,ACC-2024-KA-1945,associate
FIR-2025-KA-2190,ACC-2024-KA-0573,primary
FIR-2023-KA-2191,ACC-2024-KA-1990,associate
FIR-2023-KA-2191,ACC-2024-KA-1618,primary
FIR-2025-KA-2192,ACC-2024-KA-0788,primary
FIR-2025-KA-2193,ACC-2024-KA-1082,primary
FIR-2025-KA-2193,ACC-2024-KA-1620,primary
FIR-2024-KA-2194,ACC-2024-KA-1402,associate
FIR-2024-KA-2194,ACC-2024-KA-1845,primary
FIR-2024-KA-2195,ACC-2024-KA-0397,primary
FIR-2024-KA-2195,ACC-2024-KA-0761,primary
FIR-2025-KA-2196,ACC-2024-KA-1153,primary
FIR-2024-KA-2197,ACC-2024-KA-1062,primary
FIR-2024-KA-2198,ACC-2024-KA-1397,primary
FIR-2026-KA-2199,ACC-2024-KA-1368,primary
FIR-2026-KA-2199,ACC-2024-KA-1550,primary
FIR-2023-KA-2200,ACC-2024-KA-0512,primary
FIR-2025-KA-2201,ACC-2024-KA-1439,primary
FIR-2025-KA-2201,ACC-2024-KA-1758,associate
FIR-2025-KA-2202,ACC-2024-KA-1184,primary
FIR-2025-KA-2202,ACC-2024-KA-1479,primary
FIR-2024-KA-2203,ACC-2024-KA-0055,associate
FIR-2025-KA-2204,ACC-2024-KA-1387,primary
FIR-2024-KA-2205,ACC-2024-KA-0574,primary
FIR-2024-KA-2206,ACC-2024-KA-1493,primary
FIR-2026-KA-2207,ACC-2024-KA-1779,primary
FIR-2026-KA-2207,ACC-2024-KA-1569,primary
FIR-2025-KA-2208,ACC-2024-KA-1842,associate
FIR-2023-KA-2209,ACC-2024-KA-0204,primary
FIR-2026-KA-2210,ACC-2024-KA-1114,associate
FIR-2026-KA-2210,ACC-2024-KA-0607,associate
FIR-2024-KA-2211,ACC-2024-KA-1310,associate
FIR-2023-KA-2212,ACC-2024-KA-1814,primary
FIR-2023-KA-2213,ACC-2024-KA-1699,associate
FIR-2023-KA-2213,ACC-2024-KA-0883,primary
FIR-2023-KA-2214,ACC-2024-KA-0378,primary
FIR-2026-KA-2215,ACC-2024-KA-0798,associate
FIR-2026-KA-2215,ACC-2024-KA-0140,associate
FIR-2025-KA-2216,ACC-2024-KA-1770,primary
FIR-2023-KA-2217,ACC-2024-KA-1207,associate
FIR-2023-KA-2218,ACC-2024-KA-0277,primary
FIR-2023-KA-2218,ACC-2024-KA-1584,primary
FIR-2025-KA-2219,ACC-2024-KA-0307,associate
FIR-2023-KA-2220,ACC-2024-KA-1734,primary
FIR-2023-KA-2220,ACC-2024-KA-1216,associate
FIR-2023-KA-2221,ACC-2024-KA-0701,associate
FIR-2025-KA-2222,ACC-2024-KA-0608,associate
FIR-2023-KA-2223,ACC-2024-KA-1190,associate
FIR-2023-KA-2223,ACC-2024-KA-0640,associate
FIR-2026-KA-2224,ACC-2024-KA-0939,associate
FIR-2026-KA-2224,ACC-2024-KA-1439,primary
FIR-2024-KA-2225,ACC-2024-KA-1204,associate
FIR-2024-KA-2225,ACC-2024-KA-0592,associate
FIR-2025-KA-2226,ACC-2024-KA-0855,primary
FIR-2025-KA-2226,ACC-2024-KA-0717,associate
FIR-2026-KA-2227,ACC-2024-KA-0453,associate
FIR-2026-KA-2227,ACC-2024-KA-0671,primary
FIR-2026-KA-2228,ACC-2024-KA-1272,primary
FIR-2026-KA-2228,ACC-2024-KA-1131,primary
FIR-2024-KA-2229,ACC-2024-KA-0126,primary
FIR-2024-KA-2230,ACC-2024-KA-0797,primary
FIR-2023-KA-2231,ACC-2024-KA-1366,associate
FIR-2024-KA-2232,ACC-2024-KA-0010,associate
FIR-2023-KA-2233,ACC-2024-KA-1650,primary
FIR-2026-KA-2234,ACC-2024-KA-0103,associate
FIR-2023-KA-2235,ACC-2024-KA-0993,associate
FIR-2025-KA-2236,ACC-2024-KA-1468,primary
FIR-2025-KA-2236,ACC-2024-KA-0946,primary
FIR-2025-KA-2237,ACC-2024-KA-1591,associate
FIR-2023-KA-2238,ACC-2024-KA-1491,associate
FIR-2023-KA-2238,ACC-2024-KA-0503,associate
FIR-2023-KA-2239,ACC-2024-KA-0003,associate
FIR-2026-KA-2240,ACC-2024-KA-1424,primary
FIR-2023-KA-2241,ACC-2024-KA-0435,associate
FIR-2023-KA-2241,ACC-2024-KA-1517,primary
FIR-2025-KA-2242,ACC-2024-KA-1194,primary
FIR-2026-KA-2243,ACC-2024-KA-1609,associate
FIR-2025-KA-2244,ACC-2024-KA-1905,associate
FIR-2025-KA-2244,ACC-2024-KA-0152,associate
FIR-2024-KA-2245,ACC-2024-KA-0324,associate
FIR-2025-KA-2246,ACC-2024-KA-0024,primary
FIR-2025-KA-2246,ACC-2024-KA-1060,primary
FIR-2023-KA-2247,ACC-2024-KA-0771,associate
FIR-2023-KA-2248,ACC-2024-KA-0984,primary
FIR-2023-KA-2248,ACC-2024-KA-0220,associate
FIR-2025-KA-2249,ACC-2024-KA-0067,associate
FIR-2024-KA-2250,ACC-2024-KA-1058,associate
FIR-2024-KA-2251,ACC-2024-KA-1515,primary
FIR-2026-KA-2252,ACC-2024-KA-0215,associate
FIR-2025-KA-2253,ACC-2024-KA-1056,primary
FIR-2025-KA-2253,ACC-2024-KA-1263,primary
FIR-2025-KA-2254,ACC-2024-KA-1752,primary
FIR-2026-KA-2255,ACC-2024-KA-1969,associate
FIR-2025-KA-2256,ACC-2024-KA-1540,associate
FIR-2024-KA-2257,ACC-2024-KA-1322,associate
FIR-2024-KA-2257,ACC-2024-KA-0044,primary
FIR-2024-KA-2258,ACC-2024-KA-1837,primary
FIR-2024-KA-2258,ACC-2024-KA-0107,associate
FIR-2024-KA-2259,ACC-2024-KA-1615,primary
FIR-2024-KA-2259,ACC-2024-KA-0643,associate
FIR-2024-KA-2260,ACC-2024-KA-1370,primary
FIR-2024-KA-2260,ACC-2024-KA-0074,associate
FIR-2026-KA-2261,ACC-2024-KA-1488,primary
FIR-2026-KA-2262,ACC-2024-KA-0563,primary
FIR-2023-KA-2263,ACC-2024-KA-0233,primary
FIR-2023-KA-2263,ACC-2024-KA-0744,associate
FIR-2023-KA-2264,ACC-2024-KA-0548,associate
FIR-2026-KA-2265,ACC-2024-KA-0744,associate
FIR-2026-KA-2265,ACC-2024-KA-0948,primary
FIR-2025-KA-2266,ACC-2024-KA-1286,primary
FIR-2026-KA-2267,ACC-2024-KA-1008,associate
FIR-2023-KA-2268,ACC-2024-KA-0632,primary
FIR-2025-KA-2269,ACC-2024-KA-0227,primary
FIR-2023-KA-2270,ACC-2024-KA-1426,primary
FIR-2024-KA-2271,ACC-2024-KA-1644,associate
FIR-2024-KA-2271,ACC-2024-KA-0279,primary
FIR-2024-KA-2272,ACC-2024-KA-0583,associate
FIR-2026-KA-2273,ACC-2024-KA-0172,associate
FIR-2026-KA-2273,ACC-2024-KA-1258,associate
FIR-2026-KA-2274,ACC-2024-KA-0161,primary
FIR-2026-KA-2274,ACC-2024-KA-0321,associate
FIR-2026-KA-2275,ACC-2024-KA-1933,primary
FIR-2026-KA-2276,ACC-2024-KA-0785,primary
FIR-2026-KA-2276,ACC-2024-KA-1701,associate
FIR-2023-KA-2277,ACC-2024-KA-1499,primary
FIR-2026-KA-2278,ACC-2024-KA-0387,primary
FIR-2026-KA-2278,ACC-2024-KA-0373,primary
FIR-2024-KA-2279,ACC-2024-KA-1922,associate
FIR-2026-KA-2280,ACC-2024-KA-0382,primary
FIR-2025-KA-2281,ACC-2024-KA-0336,associate
FIR-2023-KA-2282,ACC-2024-KA-0516,associate
FIR-2023-KA-2282,ACC-2024-KA-0862,associate
FIR-2025-KA-2283,ACC-2024-KA-1717,associate
FIR-2024-KA-2284,ACC-2024-KA-1290,primary
FIR-2024-KA-2285,ACC-2024-KA-1547,associate
FIR-2024-KA-2285,ACC-2024-KA-0168,associate
FIR-2026-KA-2286,ACC-2024-KA-0146,associate
FIR-2025-KA-2287,ACC-2024-KA-0580,associate
FIR-2026-KA-2288,ACC-2024-KA-0065,associate
FIR-2023-KA-2289,ACC-2024-KA-1158,primary
FIR-2023-KA-2289,ACC-2024-KA-0513,primary
FIR-2026-KA-2290,ACC-2024-KA-1432,primary
FIR-2026-KA-2291,ACC-2024-KA-1556,primary
FIR-2026-KA-2291,ACC-2024-KA-0414,associate
FIR-2024-KA-2292,ACC-2024-KA-1265,primary
FIR-2024-KA-2292,ACC-2024-KA-0341,primary
FIR-2023-KA-2293,ACC-2024-KA-0922,primary
FIR-2025-KA-2294,ACC-2024-KA-1850,primary
FIR-2025-KA-2294,ACC-2024-KA-0903,primary
FIR-2026-KA-2295,ACC-2024-KA-1040,primary
FIR-2026-KA-2295,ACC-2024-KA-0048,primary
FIR-2025-KA-2296,ACC-2024-KA-0092,associate
FIR-2025-KA-2296,ACC-2024-KA-1000,associate
FIR-2023-KA-2297,ACC-2024-KA-1118,primary
FIR-2023-KA-2297,ACC-2024-KA-1700,primary
FIR-2025-KA-2298,ACC-2024-KA-0615,associate
FIR-2024-KA-2299,ACC-2024-KA-1731,associate
